id	name	year	data1	data2
A00	Burgwallen-Oude Zijde	2013	4091	2298
A01	Burgwallen-Nieuwe Zijde	2013	4001	2236
A02	Grachtengordel-West	2013	6395	3352
A03	Grachtengordel-Zuid	2013	5316	2918
A04	Nieuwmarkt/Lastage	2013	9324	4855
A05	Haarlemmerbuurt	2013	9214	4649
A06	Jordaan	2013	19122	9669
A07	De Weteringschans	2013	7293	3725
A08	Weesperbuurt/Plantage	2013	7958	4052
A09	Oostelijke Eilanden/Kadijken	2013	12901	6441
B10	Westelijk Havengebied	2013	305	213
E12	Houthavens	2013	1706	790
E13	Spaarndammer- en Zeeheldenbuurt	2013	10645	5291
E14	Staatsliedenbuurt	2013	12504	6224
E15	Centrale Markt	2013	2558	1261
E16	Frederik Hendrikbuurt	2013	7994	3955
E17	Da Costabuurt	2013	4564	2253
E18	Kinkerbuurt	2013	5976	3167
E19	Van Lennepbuurt	2013	6914	3433
E20	Helmersbuurt	2013	7456	3524
E21	Overtoomse Sluis	2013	7605	3621
E22	Vondelbuurt	2013	1805	922
E36	Sloterdijk	2013	231	154
E37	Landlust	2013	18409	9204
E38	Erasmuspark	2013	5792	2810
E39	De Kolenkit	2013	8605	4192
E40	Geuzenbuurt	2013	6748	3251
E41	Van Galenbuurt	2013	6407	3378
E42	Hoofdweg e,o,	2013	10224	5064
E43	Westindische Buurt	2013	6443	3098
E75	Chassébuurt	2013	6094	3000
F11	Bedrijventerrein Sloterdijk	2013	96	66
F76	Slotermeer-Noordoost	2013	9408	4820
F77	Slotermeer-Zuidwest	2013	16361	8286
F78	Geuzenveld	2013	14348	7171
F79	Eendracht	2013	2343	1144
F80	Lutkemeer/Ookmeer	2013	879	438
F81	Osdorp-Oost	2013	15719	7618
F82	Osdorp-Midden	2013	14840	7177
F83	De Punt	2013	5085	2580
F84	Middelveldsche Akerpolder	2013	14289	7008
F85	Slotervaart-Noord	2013	7871	3848
F86	Overtoomse Veld	2013	10310	5076
F87	Westlandgracht	2013	7074	3677
F88	Sloter-/Riekerpolder	2013	13879	6817
F89	Slotervaart-Zuid	2013	9415	4456
K23	Zuidas	2013	919	559
K24	Oude Pijp	2013	14546	7354
K25	Nieuwe Pijp	2013	11943	5771
K26	Zuid-Pijp	2013	8148	3893
K44	Hoofddorppleinbuurt	2013	11275	5130
K45	Schinkelbuurt	2013	3721	1814
K46	Willemspark	2013	5559	2718
K47	Museumkwartier	2013	12737	6121
K48	Stadionbuurt	2013	11322	5335
K49	Apollobuurt	2013	8529	4036
K52	Scheldebuurt	2013	14326	6622
K53	IJselbuurt	2013	5155	2450
K54	Rijnbuurt	2013	8998	4142
K59	Prinses Irenebuurt e,o,	2013	1211	548
K90	Buitenveldert-West	2013	12364	5668
K91	Buitenveldert-Oost	2013	7148	3215
M27	Weesperzijde	2013	4854	2457
M28	Oosterparkbuurt	2013	10096	5090
M29	Dapperbuurt	2013	8259	4070
M30	Transvaalbuurt	2013	8918	4441
M31	Indische Buurt-West	2013	12691	6448
M32	Indische Buurt-Oost	2013	10075	5075
M33	Oostelijk Havengebied	2013	17972	9089
M34	Zeeburgereiland/Nieuwe diep	2013	837	418
M35	IJburg-West	2013	13946	6945
M50	IJburg-Oost	2013		0
M51	IJburg-Zuid	2013	6203	2964
M55	Frankendael	2013	9563	4674
M56	Middenmeer	2013	14168	6744
M57	Betondorp	2013	3087	1459
M58	Omval/Overamstel	2013	2178	1122
N60	Volewijck	2013	9366	4670
N61	IJplein/Vogelbuurt	2013	8147	4131
N62	Tuindorp Nieuwendam	2013	3393	1576
N63	Tuindorp Buiksloot	2013	1868	893
N64	Nieuwendammerdijk/Buiksloterdijk	2013	1683	850
N65	Tuindorp Oostzaan	2013	10518	5049
N66	Oostzanerwerf	2013	8734	4208
N67	Kadoelen	2013	2816	1350
N68	Waterlandpleinbuurt	2013	12544	5967
N69	Buikslotermeer	2013	10804	5028
N70	Banne Buiksloot	2013	13359	6386
N71	Noordelijke IJ-oevers-West	2013	1239	640
N72	Noordelijke IJ-oevers-Oost	2013	107	64
N73	Waterland	2013	2171	1102
N74	Elzenhagen	2013	1685	845
T92	Amstel III/Bullewijk	2013	236	156
T93	Bijlmer-Centrum (D,F,H)	2013	22875	11408
T94	Bijlmer-Oost (E,G,K)	2013	26267	13068
T95	Nellestein	2013	2970	1510
T96	Holendrecht/Reigersbos	2013	18265	8485
T97	Gein	2013	11652	5674
T98	Driemond	2013	1478	722
Z99	buiten beschouwing	2013		0
T92	Amstel III/Bullewijk	2014	243	169
K49	Apollobuurt	2014	8647	4113
N70	Banne Buiksloot	2014	13557	6519
F11	Bedrijventerrein Sloterdijk	2014	92	59
M57	Betondorp	2014	3147	1494
T93	Bijlmer-Centrum (D,F,H)	2014	22943	11476
T94	Bijlmer-Oost (E,G,K)	2014	26548	13210
N69	Buikslotermeer	2014	10947	5119
Z99	buiten beschouwing	2014		0
K91	Buitenveldert-Oost	2014	7200	3285
K90	Buitenveldert-West	2014	12487	5742
A01	Burgwallen-Nieuwe Zijde	2014	4103	2267
A00	Burgwallen-Oude Zijde	2014	4194	2306
E15	Centrale Markt	2014	2537	1233
E75	Chassébuurt	2014	6189	3051
E17	Da Costabuurt	2014	4659	2295
M29	Dapperbuurt	2014	8408	4172
E39	De Kolenkit	2014	9293	4544
F83	De Punt	2014	5252	2647
A07	De Weteringschans	2014	7299	3746
T98	Driemond	2014	1497	724
F79	Eendracht	2014	2337	1134
N74	Elzenhagen	2014	1812	915
E38	Erasmuspark	2014	5775	2792
M55	Frankendael	2014	9858	4785
E16	Frederik Hendrikbuurt	2014	8143	4007
T97	Gein	2014	11587	5651
E40	Geuzenbuurt	2014	6775	3220
F78	Geuzenveld	2014	14368	7178
A02	Grachtengordel-West	2014	6396	3378
A03	Grachtengordel-Zuid	2014	5394	2924
A05	Haarlemmerbuurt	2014	9320	4681
E20	Helmersbuurt	2014	7474	3547
T96	Holendrecht/Reigersbos	2014	18255	8539
K44	Hoofddorppleinbuurt	2014	11368	5213
E42	Hoofdweg e,o,	2014	10382	5130
E12	Houthavens	2014	1585	720
M50	IJburg-Oost	2014		0
M35	IJburg-West	2014	14159	7021
M51	IJburg-Zuid	2014	6572	3149
N61	IJplein/Vogelbuurt	2014	8206	4187
K53	IJselbuurt	2014	5221	2446
M32	Indische Buurt-Oost	2014	10044	5020
M31	Indische Buurt-West	2014	12732	6457
A06	Jordaan	2014	19343	9795
N67	Kadoelen	2014	2835	1367
E18	Kinkerbuurt	2014	6129	3240
E37	Landlust	2014	18578	9290
F80	Lutkemeer/Ookmeer	2014	850	422
F84	Middelveldsche Akerpolder	2014	14380	7073
M56	Middenmeer	2014	14920	7084
K47	Museumkwartier	2014	12895	6231
T95	Nellestein	2014	2998	1539
K25	Nieuwe Pijp	2014	12099	5773
N64	Nieuwendammerdijk/Buiksloterdijk	2014	1693	837
A04	Nieuwmarkt/Lastage	2014	9443	4926
N72	Noordelijke IJ-oevers-Oost	2014	116	68
N71	Noordelijke IJ-oevers-West	2014	1340	716
M58	Omval/Overamstel	2014	2549	1293
M33	Oostelijk Havengebied	2014	18509	9403
A09	Oostelijke Eilanden/Kadijken	2014	12676	6369
M28	Oosterparkbuurt	2014	10470	5265
N66	Oostzanerwerf	2014	8727	4248
F82	Osdorp-Midden	2014	15155	7352
F81	Osdorp-Oost	2014	15847	7681
K24	Oude Pijp	2014	14824	7466
E21	Overtoomse Sluis	2014	7720	3721
F86	Overtoomse Veld	2014	11266	5573
K59	Prinses Irenebuurt e,o,	2014	1236	557
K54	Rijnbuurt	2014	9068	4163
K52	Scheldebuurt	2014	14541	6720
K45	Schinkelbuurt	2014	3735	1796
F88	Sloter-/Riekerpolder	2014	13898	6810
E36	Sloterdijk	2014	196	135
F76	Slotermeer-Noordoost	2014	9451	4854
F77	Slotermeer-Zuidwest	2014	16593	8437
F85	Slotervaart-Noord	2014	7913	3926
F89	Slotervaart-Zuid	2014	9504	4492
E13	Spaarndammer- en Zeeheldenbuurt	2014	10695	5354
E14	Staatsliedenbuurt	2014	12754	6392
K48	Stadionbuurt	2014	11371	5362
M30	Transvaalbuurt	2014	9063	4491
N63	Tuindorp Buiksloot	2014	1847	884
N62	Tuindorp Nieuwendam	2014	3454	1614
N65	Tuindorp Oostzaan	2014	10698	5139
E41	Van Galenbuurt	2014	6669	3553
E19	Van Lennepbuurt	2014	7077	3492
N60	Volewijck	2014	9589	4774
E22	Vondelbuurt	2014	1864	950
N73	Waterland	2014	2172	1102
N68	Waterlandpleinbuurt	2014	12913	6181
A08	Weesperbuurt/Plantage	2014	7931	4094
M27	Weesperzijde	2014	4892	2475
B10	Westelijk Havengebied	2014	242	168
E43	Westindische Buurt	2014	6604	3170
F87	Westlandgracht	2014	7183	3795
K46	Willemspark	2014	5615	2758
M34	Zeeburgereiland/Nieuwe diep	2014	834	404
K26	Zuid-Pijp	2014	8197	3935
K23	Zuidas	2014	1019	626
A00	Burgwallen-Oude Zijde	2015	4262	2316
A01	Burgwallen-Nieuwe Zijde	2015	4199	2284
A02	Grachtengordel-West	2015	6429	3384
A03	Grachtengordel-Zuid	2015	5388	2921
A04	Nieuwmarkt/Lastage	2015	9539	4982
A05	Haarlemmerbuurt	2015	9294	4679
A06	Jordaan	2015	19401	9777
A07	De Weteringschans	2015	7357	3760
A08	Weesperbuurt/Plantage	2015	7845	4030
A09	Oostelijke Eilanden/Kadijken	2015	12704	6370
B10	Westelijk Havengebied	2015	202	136
E12	Houthavens	2015	1602	732
E13	Spaarndammer- en Zeeheldenbuurt	2015	10761	5343
E14	Staatsliedenbuurt	2015	13056	6518
E15	Centrale Markt	2015	2534	1240
E16	Frederik Hendrikbuurt	2015	8377	4129
E17	Da Costabuurt	2015	4661	2337
E18	Kinkerbuurt	2015	6208	3305
E19	Van Lennepbuurt	2015	7131	3513
E20	Helmersbuurt	2015	7527	3591
E21	Overtoomse Sluis	2015	7747	3757
E22	Vondelbuurt	2015	1898	955
E36	Sloterdijk	2015	503	305
E37	Landlust	2015	18742	9340
E38	Erasmuspark	2015	5898	2859
E39	De Kolenkit	2015	9220	4484
E40	Geuzenbuurt	2015	6751	3206
E41	Van Galenbuurt	2015	6749	3591
E42	Hoofdweg e,o,	2015	10440	5181
E43	Westindische Buurt	2015	6793	3257
E75	Chassébuurt	2015	6234	3026
F11	Bedrijventerrein Sloterdijk	2015	104	71
F76	Slotermeer-Noordoost	2015	9469	4837
F77	Slotermeer-Zuidwest	2015	17015	8671
F78	Geuzenveld	2015	15041	7528
F79	Eendracht	2015	2329	1143
F80	Lutkemeer/Ookmeer	2015	847	422
F81	Osdorp-Oost	2015	15756	7622
F82	Osdorp-Midden	2015	15743	7625
F83	De Punt	2015	5494	2775
F84	Middelveldsche Akerpolder	2015	14403	7093
F85	Slotervaart-Noord	2015	7985	3996
F86	Overtoomse Veld	2015	11704	5831
F87	Westlandgracht	2015	7448	3933
F88	Sloter-/Riekerpolder	2015	13846	6774
F89	Slotervaart-Zuid	2015	9617	4626
K23	Zuidas	2015	1280	779
K24	Oude Pijp	2015	14977	7541
K25	Nieuwe Pijp	2015	12247	5882
K26	Zuid-Pijp	2015	8237	3922
K44	Hoofddorppleinbuurt	2015	11539	5343
K45	Schinkelbuurt	2015	3801	1807
K46	Willemspark	2015	5698	2802
K47	Museumkwartier	2015	12883	6242
K48	Stadionbuurt	2015	11572	5464
K49	Apollobuurt	2015	8644	4111
K52	Scheldebuurt	2015	14718	6772
K53	IJselbuurt	2015	5211	2467
K54	Rijnbuurt	2015	9060	4150
K59	Prinses Irenebuurt e,o,	2015	1279	571
K90	Buitenveldert-West	2015	12662	5855
K91	Buitenveldert-Oost	2015	7630	3512
M27	Weesperzijde	2015	4990	2539
M28	Oosterparkbuurt	2015	10796	5410
M29	Dapperbuurt	2015	8944	4429
M30	Transvaalbuurt	2015	9115	4499
M31	Indische Buurt-West	2015	12668	6400
M32	Indische Buurt-Oost	2015	10156	5067
M33	Oostelijk Havengebied	2015	18358	9235
M34	Zeeburgereiland/Nieuwe diep	2015	989	505
M35	IJburg-West	2015	14234	7044
M50	IJburg-Oost	2015		0
M51	IJburg-Zuid	2015	6758	3235
M55	Frankendael	2015	10370	5049
M56	Middenmeer	2015	15214	7204
M57	Betondorp	2015	3176	1505
M58	Omval/Overamstel	2015	2922	1463
N60	Volewijck	2015	9679	4797
N61	IJplein/Vogelbuurt	2015	8226	4185
N62	Tuindorp Nieuwendam	2015	3499	1626
N63	Tuindorp Buiksloot	2015	1871	896
N64	Nieuwendammerdijk/Buiksloterdijk	2015	1679	827
N65	Tuindorp Oostzaan	2015	10876	5254
N66	Oostzanerwerf	2015	8739	4247
N67	Kadoelen	2015	2843	1362
N68	Waterlandpleinbuurt	2015	13055	6272
N69	Buikslotermeer	2015	10819	5112
N70	Banne Buiksloot	2015	13840	6674
N71	Noordelijke IJ-oevers-West	2015	1524	829
N72	Noordelijke IJ-oevers-Oost	2015	142	85
N73	Waterland	2015	2184	1113
N74	Elzenhagen	2015	2348	1197
T92	Amstel III/Bullewijk	2015	280	193
T93	Bijlmer-Centrum (D,F,H)	2015	23171	11663
T94	Bijlmer-Oost (E,G,K)	2015	26787	13338
T95	Nellestein	2015	3008	1548
T96	Holendrecht/Reigersbos	2015	18271	8563
T97	Gein	2015	11560	5661
T98	Driemond	2015	1490	719
Z99	buiten beschouwing	2015		0
A00	Burgwallen-Oude Zijde	2016	4290	2349
A01	Burgwallen-Nieuwe Zijde	2016	3981	2166
A02	Grachtengordel-West	2016	6483	3417
A03	Grachtengordel-Zuid	2016	5455	2972
A04	Nieuwmarkt/Lastage	2016	9618	5000
A05	Haarlemmerbuurt	2016	9314	4710
A06	Jordaan	2016	19408	9810
A07	De Weteringschans	2016	7352	3786
A08	Weesperbuurt/Plantage	2016	7943	4128
A09	Oostelijke Eilanden/Kadijken	2016	12655	6348
B10	Westelijk Havengebied	2016	200	136
E12	Houthavens	2016	1044	539
E13	Spaarndammer- en Zeeheldenbuurt	2016	10888	5408
E14	Staatsliedenbuurt	2016	13187	6596
E15	Centrale Markt	2016	2501	1212
E16	Frederik Hendrikbuurt	2016	8496	4189
E17	Da Costabuurt	2016	4688	2344
E18	Kinkerbuurt	2016	6358	3302
E19	Van Lennepbuurt	2016	7078	3492
E20	Helmersbuurt	2016	7506	3591
E21	Overtoomse Sluis	2016	7788	3766
E22	Vondelbuurt	2016	1868	939
E36	Sloterdijk	2016	515	305
E37	Landlust	2016	19082	9497
E38	Erasmuspark	2016	5891	2867
E39	De Kolenkit	2016	9577	4638
E40	Geuzenbuurt	2016	6840	3253
E41	Van Galenbuurt	2016	6992	3792
E42	Hoofdweg e,o,	2016	10481	5199
E43	Westindische Buurt	2016	6938	3318
E75	Chassébuurt	2016	6246	3043
F11	Bedrijventerrein Sloterdijk	2016	106	75
F76	Slotermeer-Noordoost	2016	9474	4875
F77	Slotermeer-Zuidwest	2016	17290	8783
F78	Geuzenveld	2016	15478	7815
F79	Eendracht	2016	2392	1173
F80	Lutkemeer/Ookmeer	2016	850	435
F81	Osdorp-Oost	2016	15930	7749
F82	Osdorp-Midden	2016	15883	7749
F83	De Punt	2016	5897	2998
F84	Middelveldsche Akerpolder	2016	14488	7149
F85	Slotervaart-Noord	2016	7990	4022
F86	Overtoomse Veld	2016	12139	6037
F87	Westlandgracht	2016	7837	4124
F88	Sloter-/Riekerpolder	2016	13977	6865
F89	Slotervaart-Zuid	2016	9666	4697
K23	Zuidas	2016	2256	1238
K24	Oude Pijp	2016	14871	7505
K25	Nieuwe Pijp	2016	12406	5959
K26	Zuid-Pijp	2016	8276	3926
K44	Hoofddorppleinbuurt	2016	11767	5431
K45	Schinkelbuurt	2016	3844	1816
K46	Willemspark	2016	5647	2817
K47	Museumkwartier	2016	12866	6213
K48	Stadionbuurt	2016	11646	5453
K49	Apollobuurt	2016	8764	4150
K52	Scheldebuurt	2016	14752	6808
K53	IJselbuurt	2016	5360	2585
K54	Rijnbuurt	2016	9128	4241
K59	Prinses Irenebuurt e,o,	2016	1318	583
K90	Buitenveldert-West	2016	12697	5868
K91	Buitenveldert-Oost	2016	7660	3580
M27	Weesperzijde	2016	5225	2639
M28	Oosterparkbuurt	2016	10957	5491
M29	Dapperbuurt	2016	9255	4578
M30	Transvaalbuurt	2016	9426	4633
M31	Indische Buurt-West	2016	12590	6332
M32	Indische Buurt-Oost	2016	10379	5270
M33	Oostelijk Havengebied	2016	18495	9322
M34	Zeeburgereiland/Nieuwe diep	2016	1204	632
M35	IJburg-West	2016	14431	7166
M50	IJburg-Oost	2016		
M51	IJburg-Zuid	2016	7009	3360
M55	Frankendael	2016	11004	5463
M56	Middenmeer	2016	15308	7266
M57	Betondorp	2016	3215	1511
M58	Omval/Overamstel	2016	3923	1950
N60	Volewijck	2016	9655	4769
N61	IJplein/Vogelbuurt	2016	8246	4189
N62	Tuindorp Nieuwendam	2016	3520	1642
N63	Tuindorp Buiksloot	2016	1866	894
N64	Nieuwendammerdijk/Buiksloterdijk	2016	1690	834
N65	Tuindorp Oostzaan	2016	11168	5392
N66	Oostzanerwerf	2016	8764	4261
N67	Kadoelen	2016	3036	1465
N68	Waterlandpleinbuurt	2016	13311	6448
N69	Buikslotermeer	2016	10956	5224
N70	Banne Buiksloot	2016	14186	6862
N71	Noordelijke IJ-oevers-West	2016	1692	905
N72	Noordelijke IJ-oevers-Oost	2016	164	101
N73	Waterland	2016	2211	1137
N74	Elzenhagen	2016	2452	1244
T92	Amstel III/Bullewijk	2016	438	243
T93	Bijlmer-Centrum (D,F,H)	2016	23981	12021
T94	Bijlmer-Oost (E,G,K)	2016	27260	13608
T95	Nellestein	2016	3012	1556
T96	Holendrecht/Reigersbos	2016	18320	8678
T97	Gein	2016	11567	5689
T98	Driemond	2016	1479	711
Z99	buiten beschouwing	2016		