id	name	year	Bevtotaal	Wdicht	Wligplaats	Winstituut	Wcorhuur	Wkoop	Wparthuur
K52	Scheldebuurt	2009	13384		0	5			
K53	IJselbuurt	2009	5051		8	0			
K54	Rijnbuurt	2009	8505		70	2			
K59	Prinses Irenebuurt e,o,	2009	1177		0	0			
K90	Buitenveldert-West	2009	11833		18	68			
K91	Buitenveldert-Oost	2009	7115		0	5			
M27	Weesperzijde	2009	4606		48	2			
M28	Oosterparkbuurt	2009	10215		0	71			
M29	Dapperbuurt	2009	7959		0	22			
M30	Transvaalbuurt	2009	9218		0	1			
M31	Indische Buurt-West	2009	11642		0	27			
M32	Indische Buurt-Oost	2009	10246		20	5			
M33	Oostelijk Havengebied	2009	17555		219	8			
M34	Zeeburgereiland/Nieuwe diep	2009	458		61	1			
M35	IJburg-West	2009	10339		0	0			
M50	IJburg-Oost	2009							
M51	IJburg-Zuid	2009	2442		0	0			
M55	Frankendael	2009	9626		3	82			
M56	Middenmeer	2009	13035		0	5			
M57	Betondorp	2009	3076		0	0			
M58	Omval/Overamstel	2009	2028		96	3			
N60	Volewijck	2009	9479		40	8			
N61	IJplein/Vogelbuurt	2009	8366		38	5			
N62	Tuindorp Nieuwendam	2009	3419		3	0			
N63	Tuindorp Buiksloot	2009	1853		0	0			
N64	Nieuwendammerdijk/Buiksloterdijk	2009	1599		12	0			
N65	Tuindorp Oostzaan	2009	10336		63	23			
N66	Oostzanerwerf	2009	8704		72	1			
N67	Kadoelen	2009	2892		34	0			
N68	Waterlandpleinbuurt	2009	12919		0	3			
N69	Buikslotermeer	2009	10371		0	6			
N70	Banne Buiksloot	2009	12732		34	12			
N71	Noordelijke IJ-oevers-West	2009	610		84	0			
N72	Noordelijke IJ-oevers-Oost	2009	122		0	1			
N73	Waterland	2009	2121		88	1			
N74	Elzenhagen	2009	1158		1	0			
T92	Amstel III/Bullewijk	2009	153		3	7			
T93	Bijlmer-Centrum (D,F,H)	2009	20666		0	26			
T94	Bijlmer-Oost (E,G,K)	2009	25153		0	9			
T95	Nellestein	2009	2757		1	4			
T96	Holendrecht/Reigersbos	2009	18347		0	12			
T97	Gein	2009	11905		0	113			
T98	Driemond	2009	1509		0	0			
Z99	buiten beschouwing	2009							
A00	Burgwallen-Oude Zijde	2010	3900		2	14			
A01	Burgwallen-Nieuwe Zijde	2010	4146		8	2			
A02	Grachtengordel-West	2010	6230		69	12			
A03	Grachtengordel-Zuid	2010	5125		79	18			
A04	Nieuwmarkt/Lastage	2010	8808		195	23			
A05	Haarlemmerbuurt	2010	8704		140	86			
A06	Jordaan	2010	18927		115	9			
A07	De Weteringschans	2010	6973		74	5			
A08	Weesperbuurt/Plantage	2010	7542		105	13			
A09	Oostelijke Eilanden/Kadijken	2010	12355		163	9			
B10	Westelijk Havengebied	2010	255		33	2			
E12	Houthavens	2010	1749		74	0			
E13	Spaarndammer- en Zeeheldenbuurt	2010	9968		9	5			
E14	Staatsliedenbuurt	2010	11921		54	23			
E15	Centrale Markt	2010	2585		24	2			
E16	Frederik Hendrikbuurt	2010	7834		19	6			
E17	Da Costabuurt	2010	4395		68	16			
E18	Kinkerbuurt	2010	5140		14	9			
E19	Van Lennepbuurt	2010	6775		51	6			
E20	Helmersbuurt	2010	7120		13	11			
E21	Overtoomse Sluis	2010	7243		18	13			
E22	Vondelbuurt	2010	1730		0	4			
E36	Sloterdijk	2010	186		0	1			
E37	Landlust	2010	17966		18	0			
E38	Erasmuspark	2010	5500		0	1			
E39	De Kolenkit	2010	7313		0	6			
E40	Geuzenbuurt	2010	6487		0	1			
E41	Van Galenbuurt	2010	5502		0	0			
E42	Hoofdweg e,o,	2010	10026		0	2			
E43	Westindische Buurt	2010	6393		0	0			
E75	Chassébuurt	2010	5462		0	2			
F11	Bedrijventerrein Sloterdijk	2010	69		0	1			
F76	Slotermeer-Noordoost	2010	9177		0	2			
F77	Slotermeer-Zuidwest	2010	16069		5	7			
F78	Geuzenveld	2010	12822		0	58			
F79	Eendracht	2010	2335		0	0			
F80	Lutkemeer/Ookmeer	2010	880		0	0			
F81	Osdorp-Oost	2010	15054		0	10			
F82	Osdorp-Midden	2010	13442		0	4			
F83	De Punt	2010	5113		0	5			
F84	Middelveldsche Akerpolder	2010	14341		13	1			
F85	Slotervaart-Noord	2010	7584		0	7			
F86	Overtoomse Veld	2010	10475		0	19			
F87	Westlandgracht	2010	5154		0	3			
F88	Sloter-/Riekerpolder	2010	13839		12	23			
F89	Slotervaart-Zuid	2010	8901		0	113			
K23	Zuidas	2010	226		0	12			
K24	Oude Pijp	2010	13771		30	4			
K25	Nieuwe Pijp	2010	11539		21	5			
K26	Zuid-Pijp	2010	7976		25	3			
K44	Hoofddorppleinbuurt	2010	10846		44	6			
K45	Schinkelbuurt	2010	3727		0	11			
K46	Willemspark	2010	5233		0	17			
K47	Museumkwartier	2010	12560		2	27			
K48	Stadionbuurt	2010	12058		146	5			
K49	Apollobuurt	2010	8167		0	3			
K52	Scheldebuurt	2010	13720		0	5			
K53	IJselbuurt	2010	5041		8	0			
K54	Rijnbuurt	2010	8635		70	2			
K59	Prinses Irenebuurt e,o,	2010	1185		0	0			
K90	Buitenveldert-West	2010	12062		17	67			
K91	Buitenveldert-Oost	2010	7062		0	4			
M27	Weesperzijde	2010	4648		48	2			
M28	Oosterparkbuurt	2010	10253		0	71			
M29	Dapperbuurt	2010	7975		0	21			
M30	Transvaalbuurt	2010	9301		0	1			
M31	Indische Buurt-West	2010	12061		0	28			
M32	Indische Buurt-Oost	2010	10425		22	5			
M33	Oostelijk Havengebied	2010	17670		224	8			
M34	Zeeburgereiland/Nieuwe diep	2010	468		63	1			
M35	IJburg-West	2010	11842		0	0			
M50	IJburg-Oost	2010							
M51	IJburg-Zuid	2010	3660		0	0			
M55	Frankendael	2010	9695		3	81			
M56	Middenmeer	2010	13526		0	5			
M57	Betondorp	2010	3074		0	0			
M58	Omval/Overamstel	2010	2017		96	3			
N60	Volewijck	2010	9395		41	8			
N61	IJplein/Vogelbuurt	2010	8310		38	5			
N62	Tuindorp Nieuwendam	2010	3425		3	0			
N63	Tuindorp Buiksloot	2010	1904		0	0			
N64	Nieuwendammerdijk/Buiksloterdijk	2010	1687		12	0			
N65	Tuindorp Oostzaan	2010	10373		81	23			
N66	Oostzanerwerf	2010	8719		71	1			
N67	Kadoelen	2010	2907		34	0			
N68	Waterlandpleinbuurt	2010	12216		0	3			
N69	Buikslotermeer	2010	10662		0	6			
N70	Banne Buiksloot	2010	12518		33	12			
N71	Noordelijke IJ-oevers-West	2010	651		90	0			
N72	Noordelijke IJ-oevers-Oost	2010	136		1	1			
N73	Waterland	2010	2142		116	1			
N74	Elzenhagen	2010	1282		1	0			
T92	Amstel III/Bullewijk	2010	178		11	7			
T93	Bijlmer-Centrum (D,F,H)	2010	20830		0	27			
T94	Bijlmer-Oost (E,G,K)	2010	25853		0	9			
T95	Nellestein	2010	2839		1	4			
T96	Holendrecht/Reigersbos	2010	18421		0	12			
T97	Gein	2010	11878		0	112			
T98	Driemond	2010	1509		0	0			
Z99	buiten beschouwing	2010							
A00	Burgwallen-Oude Zijde	2011	3928		2	18	532	494	1697
A01	Burgwallen-Nieuwe Zijde	2011	4147		8	3	265	530	1857
A02	Grachtengordel-West	2011	6337		69	12	498	1773	1987
A03	Grachtengordel-Zuid	2011	5293		80	20	193	1269	1841
A04	Nieuwmarkt/Lastage	2011	9008		195	22	2469	1477	1775
A05	Haarlemmerbuurt	2011	8925		140	39	2502	1418	1507
A06	Jordaan	2011	18979		114	11	5043	3130	4631
A07	De Weteringschans	2011	7101		75	5	588	1660	2233
A08	Weesperbuurt/Plantage	2011	7752		104	15	1553	1305	1499
A09	Oostelijke Eilanden/Kadijken	2011	12557		165	10	4828	1661	757
B10	Westelijk Havengebied	2011	249		34	2	0	6	48
E12	Houthavens	2011	1943		313	0	910	199	81
E13	Spaarndammer- en Zeeheldenbuurt	2011	10319		9	5	4352	961	777
E14	Staatsliedenbuurt	2011	12094		54	23	4063	2061	1619
E15	Centrale Markt	2011	2595		24	2	657	410	132
E16	Frederik Hendrikbuurt	2011	7923		19	8	2214	1176	1594
E17	Da Costabuurt	2011	4429		68	20	644	739	1231
E18	Kinkerbuurt	2011	5172		14	9	1432	660	1290
E19	Van Lennepbuurt	2011	6824		51	6	2553	816	1116
E20	Helmersbuurt	2011	7235		13	11	1110	1359	1707
E21	Overtoomse Sluis	2011	7479		18	24	963	1445	1974
E22	Vondelbuurt	2011	1717		0	5	157	354	373
E36	Sloterdijk	2011	199		0	1	11	18	26
E37	Landlust	2011	18300		18	0	4865	1978	2419
E38	Erasmuspark	2011	5658		0	1	625	1169	1247
E39	De Kolenkit	2011	7215		0	6	2344	370	258
E40	Geuzenbuurt	2011	6603		0	1	782	1168	1689
E41	Van Galenbuurt	2011	5542		0	0	1705	647	880
E42	Hoofdweg e,o,	2011	10058		0	2	2481	1094	2123
E43	Westindische Buurt	2011	6464		0	0	817	904	1873
E75	Chassébuurt	2011	5550		0	2	1319	468	900
F11	Bedrijventerrein Sloterdijk	2011	102		0	1	0	0	25
F76	Slotermeer-Noordoost	2011	9302		0	2	2840	1089	221
F77	Slotermeer-Zuidwest	2011	16525		5	7	5240	1594	628
F78	Geuzenveld	2011	13214		0	58	4378	1026	718
F79	Eendracht	2011	2338		0	0	524	379	29
F80	Lutkemeer/Ookmeer	2011	882		1	0	24	182	98
F81	Osdorp-Oost	2011	15392		0	10	5219	2046	872
F82	Osdorp-Midden	2011	14012		0	4	4116	1464	806
F83	De Punt	2011	5090		0	5	1253	874	191
F84	Middelveldsche Akerpolder	2011	14249		12	1	1670	2906	797
F85	Slotervaart-Noord	2011	7726		0	8	1481	1107	767
F86	Overtoomse Veld	2011	10446		0	20	2472	748	1140
F87	Westlandgracht	2011	5846		0	3	1598	724	1139
F88	Sloter-/Riekerpolder	2011	13989		11	31	1138	2838	1655
F89	Slotervaart-Zuid	2011	9073		0	122	2940	662	388
K23	Zuidas	2011	507		0	9	16	116	373
K24	Oude Pijp	2011	14102		30	4	2669	2150	4245
K25	Nieuwe Pijp	2011	11674		21	7	2556	1795	2867
K26	Zuid-Pijp	2011	8032		25	3	3555	446	555
K44	Hoofddorppleinbuurt	2011	10936		44	6	996	2342	3075
K45	Schinkelbuurt	2011	3761		0	11	813	619	826
K46	Willemspark	2011	5333		0	19	260	1127	1151
K47	Museumkwartier	2011	12612		2	29	362	2464	3919
K48	Stadionbuurt	2011	12487		147	5	3757	628	2049
K49	Apollobuurt	2011	8306		0	3	63	1850	1942
K52	Scheldebuurt	2011	13873		0	5	1414	1873	4080
K53	IJselbuurt	2011	5040		8	0	1396	419	1137
K54	Rijnbuurt	2011	8820		70	2	2255	843	2130
K59	Prinses Irenebuurt e,o,	2011	1212		0	0	0	528	168
K90	Buitenveldert-West	2011	12142		13	71	2471	2609	2307
K91	Buitenveldert-Oost	2011	7024		0	5	1421	1446	1292
M27	Weesperzijde	2011	4739		48	3	970	880	801
M28	Oosterparkbuurt	2011	10257		0	73	3863	1179	928
M29	Dapperbuurt	2011	8206		0	21	3172	774	635
M30	Transvaalbuurt	2011	9248		0	1	3131	799	682
M31	Indische Buurt-West	2011	12407		0	29	4196	1478	942
M32	Indische Buurt-Oost	2011	10399		11	5	3764	819	555
M33	Oostelijk Havengebied	2011	17984		228	8	3378	3292	1721
M34	Zeeburgereiland/Nieuwe diep	2011	756		64	1	418	9	15
M35	IJburg-West	2011	12667		0	25	1764	2394	1001
M50	IJburg-Oost	2011			0	0			
M51	IJburg-Zuid	2011	4701		0	1	1043	774	425
M55	Frankendael	2011	9948		3	82	3400	823	958
M56	Middenmeer	2011	13773		0	6	1811	2568	2329
M57	Betondorp	2011	3107		0	0	1778	131	44
M58	Omval/Overamstel	2011	2042		96	3	1004	196	271
N60	Volewijck	2011	9403		42	8	4250	315	279
N61	IJplein/Vogelbuurt	2011	8206		38	5	3258	613	201
N62	Tuindorp Nieuwendam	2011	3429		3	0	1631	188	28
N63	Tuindorp Buiksloot	2011	1881		0	0	768	93	59
N64	Nieuwendammerdijk/Buiksloterdijk	2011	1696		12	0	2	536	84
N65	Tuindorp Oostzaan	2011	10345		81	25	3671	1082	137
N66	Oostzanerwerf	2011	8483		71	1	2118	1425	140
N67	Kadoelen	2011	2859		34	0	451	622	68
N68	Waterlandpleinbuurt	2011	12177		0	3	3217	1410	474
N69	Buikslotermeer	2011	10841		0	6	4058	1303	287
N70	Banne Buiksloot	2011	12661		33	12	4095	1234	174
N71	Noordelijke IJ-oevers-West	2011	1012		90	0	436	45	110
N72	Noordelijke IJ-oevers-Oost	2011	123		1	1	0	16	49
N73	Waterland	2011	2154		108	1	43	619	140
N74	Elzenhagen	2011	1405		1	0	148	273	79
T92	Amstel III/Bullewijk	2011	187		11	7	0	5	10
T93	Bijlmer-Centrum (D,F,H)	2011	21226		0	25	7515	1897	484
T94	Bijlmer-Oost (E,G,K)	2011	25835		0	9	7449	3469	989
T95	Nellestein	2011	2914		1	4	351	627	702
T96	Holendrecht/Reigersbos	2011	18424		0	12	6008	1818	529
T97	Gein	2011	11920		0	113	2657	1789	689
T98	Driemond	2011	1502		0	0	275	314	35
Z99	buiten beschouwing	2011							
A00	Burgwallen-Oude Zijde	2012	4013		2	16	528	548	1702
A01	Burgwallen-Nieuwe Zijde	2012	4047		8	3	263	548	1877
A02	Grachtengordel-West	2012	6403		69	13	502	1730	2038
A03	Grachtengordel-Zuid	2012	5264		80	19	197	1238	1884
A04	Nieuwmarkt/Lastage	2012	9021		197	21	2475	1477	1785
A05	Haarlemmerbuurt	2012	9046		140	39	2497	1411	1528
A06	Jordaan	2012	19090		113	10	5034	3203	4628
A07	De Weteringschans	2012	7146		75	5	581	1669	2228
A08	Weesperbuurt/Plantage	2012	7640		94	13	1539	1318	1501
A09	Oostelijke Eilanden/Kadijken	2012	12868		165	10	4822	1723	734
B10	Westelijk Havengebied	2012	251		34	2	0	6	48
E12	Houthavens	2012	1909		121	0	910	191	86
E13	Spaarndammer- en Zeeheldenbuurt	2012	10583		9	5	4299	1017	704
E14	Staatsliedenbuurt	2012	12400		54	23	3941	2160	1602
E15	Centrale Markt	2012	2587		24	2	640	420	138
E16	Frederik Hendrikbuurt	2012	7879		19	8	2202	1241	1625
E17	Da Costabuurt	2012	4448		68	20	638	754	1228
E18	Kinkerbuurt	2012	5399		14	9	1421	701	1256
E19	Van Lennepbuurt	2012	6937		51	6	2527	862	1098
E20	Helmersbuurt	2012	7337		13	12	1103	1399	1674
E21	Overtoomse Sluis	2012	7547		18	24	866	1471	2047
E22	Vondelbuurt	2012	1752		0	6	139	375	377
E36	Sloterdijk	2012	211		0	2	11	20	24
E37	Landlust	2012	18098		18	0	4786	2068	2395
E38	Erasmuspark	2012	5710		0	1	613	1215	1212
E39	De Kolenkit	2012	7952		0	6	2815	461	245
E40	Geuzenbuurt	2012	6649		0	1	783	1179	1680
E41	Van Galenbuurt	2012	5583		0	0	1694	650	882
E42	Hoofdweg e,o,	2012	10149		0	2	2472	1102	2130
E43	Westindische Buurt	2012	6404		0	1	797	942	1854
E75	Chassébuurt	2012	5650		0	2	1301	599	910
F11	Bedrijventerrein Sloterdijk	2012	103		0	1	0	0	25
F76	Slotermeer-Noordoost	2012	9301		0	2	2860	1085	232
F77	Slotermeer-Zuidwest	2012	16479		5	9	5252	1589	621
F78	Geuzenveld	2012	14020		0	60	4136	1044	636
F79	Eendracht	2012	2327		0	0	522	384	26
F80	Lutkemeer/Ookmeer	2012	873		0	0	23	184	99
F81	Osdorp-Oost	2012	15536		0	10	5150	2086	901
F82	Osdorp-Midden	2012	14573		0	5	4113	1495	837
F83	De Punt	2012	5099		0	5	1224	885	209
F84	Middelveldsche Akerpolder	2012	14207		12	1	1663	2883	829
F85	Slotervaart-Noord	2012	7800		0	9	1474	1099	783
F86	Overtoomse Veld	2012	10302		0	20	2331	762	1181
F87	Westlandgracht	2012	6349		0	3	1308	745	1162
F88	Sloter-/Riekerpolder	2012	14024		10	34	1136	2817	1679
F89	Slotervaart-Zuid	2012	8992		0	125	2985	730	457
K23	Zuidas	2012	699		0	9	65	116	377
K24	Oude Pijp	2012	14425		31	4	2633	2251	4163
K25	Nieuwe Pijp	2012	11666		21	7	2533	1839	2872
K26	Zuid-Pijp	2012	8047		26	4	3493	495	568
K44	Hoofddorppleinbuurt	2012	11036		44	6	996	2321	3100
K45	Schinkelbuurt	2012	3732		0	11	814	626	820
K46	Willemspark	2012	5396		0	19	245	1140	1164
K47	Museumkwartier	2012	12677		2	29	361	2464	3920
K48	Stadionbuurt	2012	12513		147	7	3620	735	2074
K49	Apollobuurt	2012	8452		0	2	66	1844	1942
K52	Scheldebuurt	2012	14025		0	5	1425	1865	4068
K53	IJselbuurt	2012	5147		8	0	1402	427	1127
K54	Rijnbuurt	2012	8889		71	2	2223	857	2146
K59	Prinses Irenebuurt e,o,	2012	1212		0	0	0	520	177
K90	Buitenveldert-West	2012	12455		20	72	2465	2624	2346
K91	Buitenveldert-Oost	2012	7232		0	6	1378	1444	1335
M27	Weesperzijde	2012	4708		48	2	970	929	774
M28	Oosterparkbuurt	2012	10273		0	74	3702	1236	928
M29	Dapperbuurt	2012	8228		0	21	3129	830	627
M30	Transvaalbuurt	2012	9190		0	1	3102	824	693
M31	Indische Buurt-West	2012	12650		0	30	4208	1558	995
M32	Indische Buurt-Oost	2012	10258		12	6	3610	855	591
M33	Oostelijk Havengebied	2012	17897		228	8	3378	3231	1783
M34	Zeeburgereiland/Nieuwe diep	2012	802		66	1	418	12	11
M35	IJburg-West	2012	13657		0	26	1774	2515	1033
M50	IJburg-Oost	2012			0	0			
M51	IJburg-Zuid	2012	5474		0	1	1082	961	404
M55	Frankendael	2012	9999		3	82	3384	844	959
M56	Middenmeer	2012	13944		0	6	1704	2575	2425
M57	Betondorp	2012	3089		0	0	1764	130	59
M58	Omval/Overamstel	2012	2106		96	4	1004	197	262
N60	Volewijck	2012	9394		42	9	4219	366	272
N61	IJplein/Vogelbuurt	2012	8201		37	5	3220	647	206
N62	Tuindorp Nieuwendam	2012	3418		3	0	1593	206	46
N63	Tuindorp Buiksloot	2012	1867		0	0	802	100	10
N64	Nieuwendammerdijk/Buiksloterdijk	2012	1680		11	0	2	554	84
N65	Tuindorp Oostzaan	2012	10313		81	25	3619	1115	156
N66	Oostzanerwerf	2012	8635		71	1	2076	1456	155
N67	Kadoelen	2012	2830		35	3	445	626	83
N68	Waterlandpleinbuurt	2012	12308		0	3	3531	1454	210
N69	Buikslotermeer	2012	10954		0	6	3929	1330	340
N70	Banne Buiksloot	2012	12749		33	13	4358	1282	270
N71	Noordelijke IJ-oevers-West	2012	1113		90	0	436	84	154
N72	Noordelijke IJ-oevers-Oost	2012	117		1	1	0	15	51
N73	Waterland	2012	2150		109	2	42	644	123
N74	Elzenhagen	2012	1613		1	0	129	367	83
T92	Amstel III/Bullewijk	2012	178		11	7	0	6	9
T93	Bijlmer-Centrum (D,F,H)	2012	21894		0	26	7379	2005	760
T94	Bijlmer-Oost (E,G,K)	2012	26023		0	15	7479	3486	1130
T95	Nellestein	2012	2953		1	4	350	633	697
T96	Holendrecht/Reigersbos	2012	18485		0	14	5903	1864	588
T97	Gein	2012	11848		0	113	2618	1828	688
T98	Driemond	2012	1485		0	0	275	311	39
Z99	buiten beschouwing	2012							
A00	Burgwallen-Oude Zijde	2013	4091		2	16	537	547	1712
A01	Burgwallen-Nieuwe Zijde	2013	4001		8	3	265	546	1894
A02	Grachtengordel-West	2013	6395		69	13	511	1755	2012
A03	Grachtengordel-Zuid	2013	5316		80	19	193	1240	1878
A04	Nieuwmarkt/Lastage	2013	9324		197	22	2551	1552	1887
A05	Haarlemmerbuurt	2013	9214		141	39	2512	1447	1598
A06	Jordaan	2013	19122		114	10	4973	3315	4594
A07	De Weteringschans	2013	7293		75	5	573	1686	2236
A08	Weesperbuurt/Plantage	2013	7958		98	13	1529	1339	1477
A09	Oostelijke Eilanden/Kadijken	2013	12901		163	10	4712	1759	815
B10	Westelijk Havengebied	2013	305		48	2	0	7	48
E12	Houthavens	2013	1706		83	0	793	189	58
E13	Spaarndammer- en Zeeheldenbuurt	2013	10645		9	5	4158	1111	742
E14	Staatsliedenbuurt	2013	12504		54	24	3842	2273	1545
E15	Centrale Markt	2013	2558		24	2	628	424	145
E16	Frederik Hendrikbuurt	2013	7994		19	8	2089	1312	1621
E17	Da Costabuurt	2013	4564		68	17	631	783	1214
E18	Kinkerbuurt	2013	5976		14	9	1409	719	1262
E19	Van Lennepbuurt	2013	6914		51	6	2510	918	1067
E20	Helmersbuurt	2013	7456		13	12	1130	1418	1652
E21	Overtoomse Sluis	2013	7605		18	24	914	1503	1948
E22	Vondelbuurt	2013	1805		0	6	157	364	372
E36	Sloterdijk	2013	231		0	2	3	19	33
E37	Landlust	2013	18409		18	0	4659	2165	2387
E38	Erasmuspark	2013	5792		0	1	590	1219	1231
E39	De Kolenkit	2013	8605		1	6	2918	817	296
E40	Geuzenbuurt	2013	6748		0	1	778	1208	1652
E41	Van Galenbuurt	2013	6407		0	0	1680	673	863
E42	Hoofdweg e,o,	2013	10224		0	2	2413	1167	2122
E43	Westindische Buurt	2013	6443		1	1	774	971	1851
E75	Chassébuurt	2013	6094		0	2	1358	682	894
F11	Bedrijventerrein Sloterdijk	2013	96		0	1	0	0	44
F76	Slotermeer-Noordoost	2013	9408		0	2	2847	1096	235
F77	Slotermeer-Zuidwest	2013	16361		5	9	5286	1607	588
F78	Geuzenveld	2013	14348		0	60	4142	1107	594
F79	Eendracht	2013	2343		0	0	506	396	30
F80	Lutkemeer/Ookmeer	2013	879		0	0	23	182	103
F81	Osdorp-Oost	2013	15719		0	10	5173	2130	834
F82	Osdorp-Midden	2013	14840		0	5	3998	1543	850
F83	De Punt	2013	5085		0	5	1253	955	210
F84	Middelveldsche Akerpolder	2013	14289		12	1	1648	2913	813
F85	Slotervaart-Noord	2013	7871		0	9	1463	1111	780
F86	Overtoomse Veld	2013	10310		0	20	2260	780	1179
F87	Westlandgracht	2013	7074		0	3	1409	853	1376
F88	Sloter-/Riekerpolder	2013	13879		10	33	1132	2841	1659
F89	Slotervaart-Zuid	2013	9415		0	125	2910	747	881
K23	Zuidas	2013	919		0	9	65	94	403
K24	Oude Pijp	2013	14546		31	4	2612	2314	4158
K25	Nieuwe Pijp	2013	11943		21	7	2502	1918	2881
K26	Zuid-Pijp	2013	8148		26	4	3451	532	575
